,concept,id,label_1,label_2,label_3,label_4,label_5,margin_error_dummy,race,type
24233,B12002B.  SEX BY MARITAL STATUS FOR THE POPULATION 15 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),B12002B_004E,Male,Now married (except separated),,,,False,Black or African American Alone,int
24242,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_008E,Male,65 years and over,Nonveteran,,,False,Black or African American Alone,int
24319,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_030M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family,"Male householder, no wife present:",,,True,Black or African American Alone,int
24366,B08105B.  MEANS OF TRANSPORTATION TO WORK (BLACK OR AFRICAN AMERICAN ALONE),B08105B_007E,Worked at home,,,,,False,Black or African American Alone,int
24415,B11002B.  HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (BLACK OR AFRICAN AMERICAN ALONE),B11002B_008E,In family households,"In male householder, no wife present, family",Nonrelatives,,,False,Black or African American Alone,int
24502,C15002B.  Sex by Educational Attainment for the Population 25 Years and Over (Black or African American Alone),C15002B_003M,Margin Of Error For!!Male,Less than high school diploma,,,,True,Black or African American Alone,int
24521,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_071E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$75,000 to $99,999",,False,Black or African American Alone,int
24525,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_031M,Margin Of Error For!!Income in the past 12 months at or above poverty level:,,,,,True,Black or African American Alone,int
24562,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_062M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$22,500 to $24,999",,True,Black or African American Alone,int
24565,B11002B.  HOUSEHOLD TYPE BY RELATIVES AND NONRELATIVES FOR POPULATION IN HOUSEHOLDS (BLACK OR AFRICAN AMERICAN ALONE),B11002B_006M,Margin Of Error For!!In family households,"In male householder, no wife present, family:",,,,True,Black or African American Alone,int
24579,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_006M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings,"$1 to $2,499 or loss",,True,Black or African American Alone,int
24605,B07404B.  Geographical Mobility in the Past Year (Black or African American Alone) in the U.S.,B07404B_001E,Total living in area 1 year ago:,,,,,False,Black or African American Alone,int
24616,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_027E,Female,45 to 54 years,,,,False,Black or African American Alone,int
24640,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_045E,Male,Other,With earnings,"$55,000 to $64,999",,False,Black or African American Alone,int
24659,B05003B.  Sex by Age by Nativity and Citizenship Status  (Black or African American Alone),B05003B_006E,Male,Under 18 years,Foreign born,Naturalized U.S. citizen,,False,Black or African American Alone,int
24668,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_020E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$45,000 to $49,999",,False,Black or African American Alone,int
24671,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_014M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",With related children under 18 years,5 to 17 years only,True,Black or African American Alone,int
24700,B01002B.  MEDIAN AGE BY SEX (BLACK OR AFRICAN AMERICAN ALONE),B01002B_001M,Margin Of Error For!!Median age --!!Total:,,,,,True,Black or African American Alone,int
24758,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_094E,Female,Other,With earnings,"$75,000 to $99,999",,False,Black or African American Alone,int
24775,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_014E,Male,65 to 74 years,,,,False,Black or African American Alone,int
24778,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_001M,Margin Of Error For!!Total:,,,,,True,Black or African American Alone,int
24781,B06004B.  Place of Birth (Black or African American Alone) in the United States,B06004B_003M,Margin Of Error For!!Born in other state in the United States,,,,,True,Black or African American Alone,int
24785,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_020M,Margin Of Error For!!Female,10 to 14 years,,,,True,Black or African American Alone,int
24835,B19001B.  Household Income (Black or African American Alone Householder),B19001B_002M,"Margin of Error for!!Less than $10,000",,,,,True,Black or African American Alone,int
24840,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_013E,Income in the past 12 months at or above poverty level,6 to 11 years,,,,False,Black or African American Alone,int
24841,C24010B.  Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone),C24010B_009E,Female,"Management, business, science, and arts occupations:",,,,False,Black or African American Alone,int
24889,C24010B.  Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone),C24010B_007M,Margin Of Error For!!Male,"Production, transportation, and material moving occupations:",,,,True,Black or African American Alone,int
24928,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_091M,Margin of Error for!!Female,Other,With earnings,"$50,000 to $54,999",,True,Black or African American Alone,int
24958,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_004M,Margin of Error for!!Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Male --!!Other,,,,,True,Black or African American Alone,int
25000,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_017E,Income in the past 12 months below poverty level,Other family,"Female householder, no husband present",With related children under 18 years:,,False,Black or African American Alone,int
25008,B11001B.  HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE),B11001B_002M,Margin Of Error For!!Family households:,,,,,True,Black or African American Alone,int
25116,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_027M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,45 to 54 years,,,True,Black or African American Alone,int
25144,B14007B.  School Enrollment by Level of School for the Population 3 Years and Over (Black or African American Alone),B14007B_007E,Enrolled in school,Enrolled in grade 3,,,,False,Black or African American Alone,int
25167,B25032B.  UNITS IN STRUCTURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER),B25032B_006E,5 to 9,,,,,False,Black or African American Alone,int
25219,C24010B.  Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone),C24010B_001M,Margin Of Error For!!Total:,,,,,True,Black or African American Alone,int
25253,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_006M,Margin Of Error For!!Income in the past 12 months below poverty level,12 to 17 years,,,,True,Black or African American Alone,int
25267,B20017B.  Median Earnings by Sex by Work Exp. for the Pop. 16+ Yrs With Earnings (Black or African American Alone),B20017B_007M,Margin of Error for!!Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Female --!!Other,,,,,True,Black or African American Alone,int
25335,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_042M,Margin of Error for!!Male,Other,With earnings,"$40,000 to $44,999",,True,Black or African American Alone,int
25349,B11001B.  HOUSEHOLD TYPE (INCLUDING LIVING ALONE) (BLACK OR AFRICAN AMERICAN ALONE),B11001B_009M,Margin Of Error For!!Nonfamily households,Householder not living alone,,,,True,Black or African American Alone,int
25368,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_013E,Male,55 to 64 years,,,,False,Black or African American Alone,int
25387,B06004B.  Place of Birth (Black or African American Alone) in the United States,B06004B_004M,Margin Of Error For!!Native; born outside the United States,,,,,True,Black or African American Alone,int
25447,B17001B.  POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17001B_022M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,15 years,,,True,Black or African American Alone,int
25534,B17010B.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age (Black Alone Hhldr),B17010B_039E,Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,Under 5 years and 5 to 17 years,False,Black or African American Alone,int
25537,B17020B.  POVERTY STATUS IN THE PAST 12 MONTHS BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B17020B_013M,Margin Of Error For!!Income in the past 12 months at or above poverty level,6 to 11 years,,,,True,Black or African American Alone,int
25546,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_007M,Margin Of Error For!!Male,18 and 19 years,,,,True,Black or African American Alone,int
25579,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_005E,Male,18 to 64 years,Nonveteran,,,False,Black or African American Alone,int
25659,B19037B.  Age of Householder by Household Income (Black or African American Alone Householder),B19037B_027M,Margin of Error for!!Householder 25 to 44 years,"$40,000 to $44,999",,,,True,Black or African American Alone,int
25716,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_013M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings,"$17,500 to $19,999",,True,Black or African American Alone,int
25742,C21001B.  Sex by Age by Veteran Status for the Civilian Pop 18 Years and Over (Black or African American Alone),C21001B_007M,Margin Of Error For!!Male,65 years and over,Veteran,,,True,Black or African American Alone,int
25758,B16005B.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs (Black Alone),B16005B_005E,Native,Speak another language!!Speak English 'very well',,,,False,Black or African American Alone,int
25850,B08505B.  MEANS OF TRANSPORTATION TO WORK FOR WORKPLACE GEOGRAPHY (BLACK OR AFRICAN AMERICAN ALONE),B08505B_007M,Margin Of Error For!!Worked at home,,,,,True,Black or African American Alone,int
25862,C23002B.  Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone),C23002B_023M,Margin Of Error For!!Female,65 years and over:,,,,True,Black or African American Alone,int
25898,C24010B.  Sex by Occupation for the Civilian Employed Population 16 Years and Over (Black or African American Alone),C24010B_008E,Female:,,,,,False,Black or African American Alone,int
25903,B20005B.  Sex by Work Experience by Earnings for the Pop. 16+ Years (Black or African American Alone),B20005B_036M,Margin of Error for!!Male,Other,With earnings,"$17,500 to $19,999",,True,Black or African American Alone,int
25955,B06004B.  Place of Birth (Black or African American Alone) in the United States,B06004B_005M,Margin Of Error For!!Foreign born,,,,,True,Black or African American Alone,int
25969,B01001B.  SEX BY AGE (BLACK OR AFRICAN AMERICAN ALONE),B01001B_011M,Margin Of Error For!!Male,35 to 44 years,,,,True,Black or African American Alone,int
25984,C23002B.  Sex by Age by Employment Status for the Population 16 Years and Over (Black or African American Alone),C23002B_019E,Female,16 to 64 years,In labor force,Civilian:,,False,Black or African American Alone,int
